season,timestamp,charge_mode,charging_1,discharging_1,charging_10,discharging_10,charging_20,discharging_20,charging_30,discharging_30,pv,building,total,price
winter,2021-01-14 13:00:00+00:00,1,90.2311020238288,0,187.542277462901,0,287.542277462901,0,387.542277462901,0,284.198256577181,138.7,242.04402088572,100.25
winter,2021-01-14 13:15:00+00:00,1,0,0,16.2071901269765,0,16.2071901269765,0,116.207190126976,0,281.748770209503,144.16,-21.3815800825269,78.26
winter,2021-01-14 13:30:00+00:00,1,0,0,78.3463919882519,0,78.3463919882519,0,170.602495499677,0,235.777668937397,137.2,72.0248265622803,78.4
winter,2021-01-14 13:45:00+00:00,1,0,0,137.217250811265,0,137.217250811265,0,237.217250811265,0,200.701068361952,141.93,178.446182449313,75.2
winter,2021-01-14 14:00:00+00:00,1,20.4629041504696,0,20.4629041504696,0,20.4629041504696,0,120.46290415047,0,164.371722830189,143.84,99.931181320281,82.34
winter,2021-01-14 14:15:00+00:00,1,0,0,100,0,145.536647209058,0,345.536647209058,0,119.473916697593,148.33,374.392730511466,79.37
winter,2021-01-14 14:30:00+00:00,1,0,0,100,0,221.103283701742,0,421.103283701742,0,73.9834673332872,145.58,492.699816368455,78.94
winter,2021-01-14 14:45:00+00:00,1,0,0,200,0,400,0,600,0,38.8216355661726,148.56,709.738364433827,78.67
winter,2021-01-14 15:00:00+00:00,1,0,0,200,0,352.251066880916,0,852.251066880916,0,62.5434988482487,146.44,936.147568032668,78.91
winter,2021-01-14 15:15:00+00:00,1,0,0,300,0,500,0,1000,0,63.542390666504,141.85,1078.3076093335,83.11
winter,2021-01-14 15:30:00+00:00,1,0,0,159.304453636722,0,266.92998320532,0,766.92998320532,0,16.4281443440315,146.79,897.291838861289,86.4
winter,2021-01-14 15:45:00+00:00,1,0,0,100,0,179.930633972758,0,679.930633972758,0,9.89532898815265,148.17,818.205304984605,75.28
winter,2021-01-14 16:00:00+00:00,1,0,0,128.807757132093,0,128.807757132093,0,514.445276942833,0,4.25155929547817,144.74,654.933717647355,68.48
winter,2021-01-14 16:15:00+00:00,1,0,0,100,0,100,0,300,0,0,150.16,450.16,75.27
winter,2021-01-14 16:30:00+00:00,1,68.7683048448407,0,168.768304844841,0,168.768304844841,0,368.768304844841,0,0,149.02,517.788304844841,90.12
winter,2021-01-14 16:45:00+00:00,1,0,0,100,0,100,0,300,0,0,150.23,450.23,107.73
winter,2021-01-14 17:00:00+00:00,1,0,0,100,0,100,0,300,0,0,167.1,467.1,75.28
winter,2021-01-14 17:15:00+00:00,1,0,0,79.7969981643451,0,79.7969981643451,0,279.796998164345,0,0,211.78,491.576998164345,103.01
winter,2021-01-14 17:30:00+00:00,1,0,0,38.6671748742733,0,38.6671748742733,0,338.667174874273,0,0,180.3,518.967174874273,125.46
winter,2021-01-14 17:45:00+00:00,1,0,0,0,0,0,0,300,0,0,181.22,481.22,103.8
winter,2021-01-14 18:00:00+00:00,1,0,0,100,0,200,0,424.836678094547,0,0,172.16,596.996678094547,102.79
winter,2021-01-14 18:15:00+00:00,1,0,0,59.7287946875271,0,98.8700617410841,0,298.870061741084,0,0,166.64,465.510061741084,78.62
winter,2021-01-14 18:30:00+00:00,1,0,0,19.4143134330702,0,19.4143134330702,0,219.41431343307,0,0,158.48,377.89431343307,105.14
winter,2021-01-14 18:45:00+00:00,1,0,0,0,0,0,0,300,0,0,152.08,452.08,75.26
winter,2021-01-14 19:00:00+00:00,1,0,0,100,0,100,0,400,0,0,148.56,548.56,128.36
winter,2021-01-14 19:15:00+00:00,1,0,0,100,0,100,0,384.483448914182,0,0,139.06,523.543448914182,87.6
winter,2021-01-14 19:30:00+00:00,1,0,0,100,0,100,0,300,0,0,132.48,432.48,80.04
winter,2021-01-14 19:45:00+00:00,1,0,0,100,0,100,0,400,0,0,120.08,520.08,61.06
winter,2021-01-14 20:00:00+00:00,1,0,0,24.1600502022582,0,24.1600502022582,0,324.160050202258,0,0,116.04,440.200050202258,118.29
winter,2021-01-14 20:15:00+00:00,1,0,0,0,0,0,0,259.593996328691,0,0,113.18,372.773996328691,75.16
winter,2021-01-14 20:30:00+00:00,1,0,0,0,0,0,0,200,0,0,98.78,298.78,61.96
winter,2021-01-14 20:45:00+00:00,1,0,0,100,0,100,0,300,0,0,94.16,394.16,56.14
winter,2021-01-14 21:00:00+00:00,1,0,0,100,0,115.789116588935,0,315.789116588935,0,0,93.06,408.849116588935,75.17
winter,2021-01-14 21:15:00+00:00,1,0,0,100,0,100,0,300,0,0,92.26,392.26,75.14
winter,2021-01-14 21:30:00+00:00,1,0,0,55.5893932950104,0,55.5893932950104,0,212.629520559282,0,0,92.72,305.349520559282,61.95
winter,2021-01-14 21:45:00+00:00,1,0,0,0,0,0,0,100,0,0,93.66,193.66,46.54
winter,2021-01-14 22:00:00+00:00,1,0,0,0,0,0,0,100,0,0,93.98,193.98,75.14
winter,2021-01-14 22:15:00+00:00,1,0,0,0,0,0,0,100,0,0,103.34,203.34,70.99
winter,2021-01-14 22:30:00+00:00,1,0,0,0,0,0,0,100,0,0,90.44,190.44,59.61
winter,2021-01-14 22:45:00+00:00,1,0,0,0,0,0,0,100,0,0,75.66,175.66,53.91
winter,2021-01-14 23:00:00+00:00,1,0,0,0,0,0,0,100,0,0,81.2,181.2,75.8
winter,2021-01-14 23:15:00+00:00,1,0,0,0,0,0,0,100,0,0,83.9,183.9,70.96
winter,2021-01-14 23:30:00+00:00,1,0,0,0,0,0,0,100,0,0,89.1,189.1,56.98
winter,2021-01-14 23:45:00+00:00,1,0,0,0,0,0,0,100,0,0,89.74,189.74,40.61
summer,2021-08-13 00:00:00+00:00,1,0,0,0,0,0,0,0,0,0,32,32,96.69
summer,2021-08-13 00:15:00+00:00,1,0,0,0,0,0,0,0,0,0,30.66,30.66,88.11
summer,2021-08-13 00:30:00+00:00,1,0,0,0,0,0,0,0,0,0,28.96,28.96,87.91
summer,2021-08-13 00:45:00+00:00,1,0,0,0,0,0,0,0,0,0,29.68,29.68,79.02
summer,2021-08-13 01:00:00+00:00,1,0,0,0,0,0,0,0,0,0,30.42,30.42,87.93
summer,2021-08-13 01:15:00+00:00,1,0,0,0,0,0,0,0,0,0,28.94,28.94,87.16
summer,2021-08-13 01:30:00+00:00,1,0,0,0,0,0,0,0,0,0,26.02,26.02,85.19
summer,2021-08-13 01:45:00+00:00,1,0,0,0,0,0,0,0,0,0,39,39,82.88
summer,2021-08-13 02:00:00+00:00,1,0,0,0,0,0,0,0,0,0,41.58,41.58,83.9
summer,2021-08-13 02:15:00+00:00,1,0,0,0,0,0,0,0,0,0,19.76,19.76,85.55
summer,2021-08-13 02:30:00+00:00,1,0,0,0,0,0,0,0,0,0,20.8,20.8,84.01
summer,2021-08-13 02:45:00+00:00,1,0,0,0,0,0,0,0,0,0,20.12,20.12,82.54
summer,2021-08-13 03:00:00+00:00,1,0,0,0,0,0,0,0,0,0,21.04,21.04,72.04
summer,2021-08-13 03:15:00+00:00,1,0,0,0,0,0,0,0,0,0,21.62,21.62,80.07
summer,2021-08-13 03:30:00+00:00,1,0,0,0,0,0,0,0,0,0,21.24,21.24,90.59
summer,2021-08-13 03:45:00+00:00,1,0,0,0,0,0,0,0,0,0,19.94,19.94,96.56
summer,2021-08-13 04:00:00+00:00,1,0,0,0,0,0,0,0,0,0,18,18,70.21
summer,2021-08-13 04:15:00+00:00,1,0,0,0,0,0,0,0,0,0,18.34,18.34,82.47
summer,2021-08-13 04:30:00+00:00,1,0,0,0,0,0,0,0,0,0,18.16,18.16,92.66
summer,2021-08-13 04:45:00+00:00,1,0,0,0,0,0,0,0,0,0,20.06,20.06,108.23
summer,2021-08-13 05:00:00+00:00,1,0,0,0,0,0,0,0,0,0,23.98,23.98,86.62
summer,2021-08-13 05:15:00+00:00,1,0,0,0,0,0,0,0,0,0,21.02,21.02,108.33
summer,2021-08-13 05:30:00+00:00,1,0,0,0,0,0,0,0,0,1.13357872836143,22.18,21.0464212716386,136.09
summer,2021-08-13 05:45:00+00:00,1,0,0,0,0,3.14750386823574,0,3.14750386823574,0,24.4768331734152,21.54,0.210670694820536,134.97
summer,2021-08-13 06:00:00+00:00,1,0,0,0,0,0,0,0,0,66.8503556862777,43.3,-23.5503556862777,130.62
summer,2021-08-13 06:15:00+00:00,1,0,0,0,0,0,0,0,0,99.7865552282401,40.78,-59.0065552282401,135.16
summer,2021-08-13 06:30:00+00:00,1,0,0,0,0,0,0,0,0,137.213014453145,39.28,-97.9330144531453,120.75
summer,2021-08-13 06:45:00+00:00,1,0,0,0,0,0,0,0,0,179.854613443938,78.3,-101.554613443938,108.91
summer,2021-08-13 07:00:00+00:00,1,0,0,0,0,0,0,0,0,219.868991229652,119.85,-100.018991229652,158.42
summer,2021-08-13 07:15:00+00:00,1,0,0,0,0,14.3173256137635,0,14.3173256137635,0,261.828525329843,101.21,-146.301199716079,141.84
summer,2021-08-13 07:30:00+00:00,1,0,0,0,0,0,0,0,0,304.864653986679,104.86,-200.004653986679,108.39
summer,2021-08-13 07:45:00+00:00,1,0,0,0,0,0,0,0,0,348.22559845521,109.37,-238.85559845521,92.63
summer,2021-08-13 08:00:00+00:00,1,0,0,0,0,0,0,0,0,386.110918396789,107.6,-278.510918396789,138.02
summer,2021-08-13 08:15:00+00:00,1,0,0,0,0,0,0,13.4742380379673,0,424.354950455084,106.94,-303.940712417117,107.65
summer,2021-08-13 08:30:00+00:00,1,0,0,100,0,100,0,100,0,461.387472636935,113.2,-248.187472636935,108.33
summer,2021-08-13 08:45:00+00:00,1,0,0,200,0,226.898147404689,0,226.898147404689,0,497.290066288204,110.6,-159.791918883515,90.41
summer,2021-08-13 09:00:00+00:00,1,100,0,300,0,300,0,300,0,527.856477020504,117.1,-110.756477020504,124.22
summer,2021-08-13 09:15:00+00:00,1,100,0,251.440975349906,0,443.148009091182,0,443.148009091182,0,559.534785745491,116.96,0.573223345690621,96.97
summer,2021-08-13 09:30:00+00:00,1,6.29601387779186,0,106.296013877792,0,182.407096357124,0,182.407096357124,0,588.94721573178,115.74,-290.800119374656,96.33
summer,2021-08-13 09:45:00+00:00,1,0,0,92.3012189342737,0,92.3012189342737,0,192.301218934274,0,615.743809460789,111.46,-311.982590526516,81.99
summer,2021-08-13 10:00:00+00:00,1,0,0,0,0,100,0,100,0,634.41582544424,108.73,-425.68582544424,105.51
summer,2021-08-13 10:15:00+00:00,1,0,0,0,0,99.9785916868165,0,99.9785916868165,0,656.301897834732,110.19,-446.133306147916,86.75
summer,2021-08-13 10:30:00+00:00,1,0,0,0,0,0,0,0,0,675.551006570971,111.16,-564.391006570971,89.6
summer,2021-08-13 10:45:00+00:00,1,0,0,0,0,0,0,100,0,692.216567737487,110.43,-481.786567737487,78.53
summer,2021-08-13 11:00:00+00:00,1,0,0,0,0,14.6697474504604,0,114.66974745046,0,700.873021563395,114.36,-471.843274112935,98.59
summer,2021-08-13 11:15:00+00:00,1,0,0,0,0,0,0,0,0,712.452069481183,112.59,-599.862069481183,88.19
summer,2021-08-13 11:30:00+00:00,1,0,0,13.450764878482,0,113.450764878482,0,113.450764878482,0,721.585636005241,113.87,-494.264871126759,80.83
summer,2021-08-13 11:45:00+00:00,1,0,0,0,0,200,0,200,0,728.156187782162,125.65,-402.506187782162,64.2
summer,2021-08-13 12:00:00+00:00,1,0,0,0,0,100,0,100,0,728.359624312409,135.18,-493.179624312409,91.1
summer,2021-08-13 12:15:00+00:00,1,0,0,0,0,64.1188186219096,0,64.1188186219096,0,730.05207073782,124.86,-541.073252115911,85.98
summer,2021-08-13 12:30:00+00:00,1,0,0,0,0,0,0,0,0,729.175720942665,127.24,-601.935720942665,73.71
summer,2021-08-13 12:45:00+00:00,1,0,0,118.32277550852,0,118.32277550852,0,118.32277550852,0,725.846278386667,122.4,-485.123502878147,54.01
summer,2021-08-13 13:00:00+00:00,1,90.5844406553205,0,90.5844406553205,0,92.7491973633931,0,92.7491973633931,0,717.221636627604,118.96,-505.512439264211,75.73
summer,2021-08-13 13:15:00+00:00,1,0,0,0,0,0,0,56.042613228184,0,708.958110741912,125.5,-527.415497513728,77.2
summer,2021-08-13 13:30:00+00:00,1,0,0,95.3843268099764,0,143.062510817378,0,243.062510817378,0,698.433565988289,125.18,-330.19105517091,72.65
summer,2021-08-13 13:45:00+00:00,1,0,0,0,0,84.0186464599045,0,184.018646459905,0,685.576517444267,123.08,-378.477870984363,74.33
summer,2021-08-13 14:00:00+00:00,1,0,0,0,0,0,0,100,0,666.986006698134,124.22,-442.766006698134,62.98
summer,2021-08-13 14:15:00+00:00,1,0,0,100,0,100,0,200,0,628.850734201604,122.57,-306.280734201604,74.87
summer,2021-08-13 14:30:00+00:00,1,0,0,3.94590548644899,0,3.94590548644899,0,203.945905486449,0,621.159492055531,124.07,-293.143586569082,75.49
summer,2021-08-13 14:45:00+00:00,1,0,0,0,0,200,0,400,0,586.244147809861,123.13,-63.1141478098606,82.66
summer,2021-08-13 15:00:00+00:00,1,0,0,4.93027826609099,0,237.011073394108,0,437.011073394108,0,573.778506101336,120.06,-16.7074327072274,52.68
summer,2021-08-13 15:15:00+00:00,1,0,0,112.820803445982,0,149.665708028648,0,366.849220033364,0,533.697200181016,116.79,-50.057980147652,69.86
summer,2021-08-13 15:30:00+00:00,1,0,0,0,0,200,0,400,0,517.887194049004,118.07,0.182805950995771,75.01
summer,2021-08-13 15:45:00+00:00,1,0,0,0,0,194.734566365312,0,394.734566365312,0,493.822475118431,115.99,16.9020912468815,87.5
summer,2021-08-13 16:00:00+00:00,1,0,0,0,0,98.0551227153249,0,198.055122715325,0,459.194596631902,117.94,-143.199473916577,59.05
summer,2021-08-13 16:15:00+00:00,1,0,0,141.927039765902,0,141.927039765902,0,241.927039765902,0,400.208266230568,120.34,-37.9412264646656,75.79
summer,2021-08-13 16:30:00+00:00,1,5.14376555202181,0,119.679100699563,0,119.679100699563,0,227.158431120102,0,352.096078107377,120.41,-4.52764698727566,93.08
summer,2021-08-13 16:45:00+00:00,1,0,0,100,0,100,0,200,0,313.268959873231,121.03,7.76104012676933,108.26
summer,2021-08-13 17:00:00+00:00,1,0,0,0,0,0,0,100,0,273.912989139773,133.04,-40.8729891397729,83.91
summer,2021-08-13 17:15:00+00:00,1,0,0,0,0,0,0,200,0,235.725171395955,179.93,144.204828604045,101.62
summer,2021-08-13 17:30:00+00:00,1,0,0,0,0,0,0,200,0,198.024872402015,179.45,181.425127597985,105.9
summer,2021-08-13 17:45:00+00:00,1,0,0,0,0,113.079754912175,0,313.079754912175,0,160.81524770725,166.44,318.704507204925,131.73
summer,2021-08-13 18:00:00+00:00,1,0,0,100,0,200,0,358.750454533022,0,122.516627221091,143.39,379.623827311931,100.8
summer,2021-08-13 18:15:00+00:00,1,0,0,157.513091835407,0,220.772584046959,0,320.772584046959,0,89.6356589165346,142.67,373.806925130424,114.6
summer,2021-08-13 18:30:00+00:00,1,0,0,100,0,100,0,200,0,61.8150835819844,126.8,264.984916418016,122.51
summer,2021-08-13 18:45:00+00:00,1,0,0,48.6786005705141,0,48.6786005705141,0,148.678600570514,0,29.9335796996208,110.75,229.495020870893,140.49
summer,2021-08-13 19:00:00+00:00,1,0,0,0,0,0,0,100,0,6.26368403614273,106.47,200.206315963857,130.02
summer,2021-08-13 19:15:00+00:00,1,0,0,0,0,0,0,100,0,0,100.59,200.59,112.21
summer,2021-08-13 19:30:00+00:00,1,0,0,0,0,0,0,200,0,0,97.78,297.78,117.78
summer,2021-08-13 19:45:00+00:00,1,0,0,0,0,0,0,200,0,0,95.34,295.34,111.19
summer,2021-08-13 20:00:00+00:00,1,0,0,0,0,0,0,300,0,0,92.21,392.21,140.06
summer,2021-08-13 20:15:00+00:00,1,0,0,0,0,0,0,300,0,0,89.37,389.37,116.15
summer,2021-08-13 20:30:00+00:00,1,0,0,0,0,0,0,300,0,0,87.15,387.15,108.36
summer,2021-08-13 20:45:00+00:00,1,0,0,0,0,0,0,300,0,0,82.22,382.22,101.53
summer,2021-08-13 21:00:00+00:00,1,0,0,0,0,0,0,300,0,0,88.98,388.98,128.47
summer,2021-08-13 21:15:00+00:00,1,0,0,75.1693074374095,0,75.1693074374095,0,375.16930743741,0,0,102.58,477.74930743741,107.92
summer,2021-08-13 21:30:00+00:00,1,0,0,0,0,100,0,400,0,0,80.84,480.84,95.89
summer,2021-08-13 21:45:00+00:00,1,0,0,0,0,3.0615283362616,0,303.061528336262,0,0,68.5,371.561528336262,86.92
summer,2021-08-13 22:00:00+00:00,1,0,0,0,0,0,0,300,0,0,66.32,366.32,106.99
summer,2021-08-13 22:15:00+00:00,1,0,0,0,0,0,0,300,0,0,61.12,361.12,95.52
summer,2021-08-13 22:30:00+00:00,1,0,0,0,0,0,0,259.593996328691,0,0,52.02,311.613996328691,91.08
summer,2021-08-13 22:45:00+00:00,1,0,0,0,0,0,0,200,0,0,44.16,244.16,84.96
summer,2021-08-13 23:00:00+00:00,1,0,0,0,0,0,0,200,0,0,60.22,260.22,81.17
summer,2021-08-13 23:15:00+00:00,1,0,0,0,0,0,0,200,0,0,47.48,247.48,80.84
summer,2021-08-13 23:30:00+00:00,1,0,0,0,0,0,0,200,0,0,34.4,234.4,73
summer,2021-08-13 23:45:00+00:00,1,0,0,0,0,0,0,200,0,0,31.46,231.46,69.91
winter,2021-01-14 00:00:00+00:00,2,0,0,0,0,0,0,0,0,0,93.46,93.46,52.28
winter,2021-01-14 00:15:00+00:00,2,0,0,0,0,0,0,0,0,0,91.66,91.66,41.4
winter,2021-01-14 00:30:00+00:00,2,0,0,53.5708457967174,0,53.5708457967174,0,553.570845796717,0,0,87.2,640.770845796717,23.31
winter,2021-01-14 00:45:00+00:00,2,0,0,100,0,104.477304188358,0,557.490845796718,0,0,83.28,640.770845796717,16.67
winter,2021-01-14 01:00:00+00:00,2,0,0,0,0,0,0,0,0,0,84.14,84.14,42.6
winter,2021-01-14 01:15:00+00:00,2,0,0,0,0,0,0,100,0,0,86.58,186.58,34.62
winter,2021-01-14 01:30:00+00:00,2,0,0,200,0,200,0,555.450845796717,0,0,85.32,640.770845796717,25.95
winter,2021-01-14 01:45:00+00:00,2,0,0,151.343796818787,0,151.343796818787,0,552.310845796718,0,0,88.46,640.770845796717,16.44
winter,2021-01-14 02:00:00+00:00,2,0,0,0,0,0,0,100,0,0,84.44,184.44,34.18
winter,2021-01-14 02:15:00+00:00,2,0,0,0,0,0,0,100,0,0,78.54,178.54,31.42
winter,2021-01-14 02:30:00+00:00,2,0,0,0,0,0,0,100,0,0,77.18,177.18,33.98
winter,2021-01-14 02:45:00+00:00,2,0,0,0,0,0,0,0,0,0,76.94,76.94,39.94
winter,2021-01-14 03:00:00+00:00,2,0,0,112.967060348955,0,153.336409498773,0,566.210845796718,0,0,74.56,640.770845796718,23.16
winter,2021-01-14 03:15:00+00:00,2,0,0,100,0,232.280966226085,0,569.110845796718,0,0,71.66,640.770845796717,24.87
winter,2021-01-14 03:30:00+00:00,2,0,0,0,0,0,0,0,0,0,71.5,71.5,41.44
winter,2021-01-14 03:45:00+00:00,2,0,0,0,0,0,0,0,0,0,67.42,67.42,52.55
winter,2021-01-14 04:00:00+00:00,2,0,0,0,0,0,0,100,0,0,67.28,167.28,27.4
winter,2021-01-14 04:15:00+00:00,2,0,0,0,0,0,0,100,0,0,65.94,165.94,36.5
winter,2021-01-14 04:30:00+00:00,2,0,0,0,0,0,0,0,0,0,61.3,61.3,40.38
winter,2021-01-14 04:45:00+00:00,2,0,0,100,0,108.105515977307,0,578.670845796717,0,0,62.1,640.770845796717,24.5
winter,2021-01-14 05:00:00+00:00,2,0,0,0,0,0,0,100,0,0,71.02,171.02,27.38
winter,2021-01-14 05:15:00+00:00,2,0,0,0,0,0,0,59.5939963286912,0,0,71.36,130.953996328691,36.46
winter,2021-01-14 05:30:00+00:00,2,0,0,0,0,0,0,0,0,0,72.8,72.8,49.01
winter,2021-01-14 05:45:00+00:00,2,0,0,0,0,0,0,0,0,0,81.08,81.08,65.15
winter,2021-01-14 06:00:00+00:00,2,0,0,146.599903663389,0,146.599903663374,0,548.990845796718,0,0,91.78,640.770845796717,-0.08
winter,2021-01-14 06:15:00+00:00,2,0,0,100,0,100,0,100,0,0,90.12,190.12,41.59
winter,2021-01-14 06:30:00+00:00,2,0,0,27.9382832360598,0,27.9382832360598,0,27.9382832360598,0,0,81.86,109.79828323606,70.96
winter,2021-01-14 06:45:00+00:00,2,0,0,0,0,0,0,0,0,0,90.68,90.68,77.53
winter,2021-01-14 07:00:00+00:00,2,0,0,100,0,104.606215990936,0,147.762180212873,0,0,121.58,269.342180212873,46.33
winter,2021-01-14 07:15:00+00:00,2,0,0,0,0,100,0,100,0,0,130.04,230.04,75.28
winter,2021-01-14 07:30:00+00:00,2,0,0,0,0,87.036333513914,0,87.036333513914,0,0,133.02,220.056333513914,75.25
winter,2021-01-14 07:45:00+00:00,2,0,0,0,0,0,0,99.9856916367557,0,0,131.4,231.385691636756,122.74
winter,2021-01-14 08:00:00+00:00,2,0,0,0,0,100,0,200,0,0,136.04,336.04,58.14
winter,2021-01-14 08:15:00+00:00,2,0,0,0,0,0,0,100,0,0,141.58,241.58,73.95
winter,2021-01-14 08:30:00+00:00,2,0,0,100,0,100,0,200,0,0.128274091718144,143.66,343.531725908282,92.81
winter,2021-01-14 08:45:00+00:00,2,0,0,100,0,100,0,200,0,8.36062737824837,149.98,341.619372621752,109.16
winter,2021-01-14 09:00:00+00:00,2,0,0,0,0,0,0,100,0,44.363077116397,150.98,206.616922883603,61.09
winter,2021-01-14 09:15:00+00:00,2,0,0,0,0,0,0,100,0,79.3263050831875,151.77,172.443694916812,74.32
